sno,URL,id,desc,stars,num_ratings,num_reviews,reviews,vader_score,final_score
0,http://flipkart.com/flying-machine-striped-men-round-neck-dark-blue-t-shirt/p/itmf7uwuwgpkcejj?pid=TSHF7UWTEEJ453AZ&lid=LSTTSHF7UWTEEJ453AZDRO5MV&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cDQi%2FrmJwWrZXZEnfwHZ3q7c%2Fug8WzPUTC3rJo0EAKWhw%3D%3D&ssid=q34d5cw9vk0000001594558667706,0,Striped Men Round Neck Dark Blue T-Shirt,4.3,38,3,colour got light not as seems dark blue but after all looking good good product good quality perfectly fit me m just 55inch with 32 waist so i wore m size,2.3193,0.000077900
1,http://flipkart.com/maniac-color-block-men-round-neck-red-white-black-t-shirt/p/itm954cd71809e89?pid=TSHFMZ3FQYWGMY9P&lid=LSTTSHFMZ3FQYWGMY9PNNIAF2&marketplace=FLIPKART&srno=b_1_2&otracker=browse&fm=organic&iid=en_%2BOBW45rOHDGM%2B4Ce40UJYlvOJMXmOcOMELAufBnn7cC0sv9x62peUQfpYzqApV1cFN0mUlYdvuidsSbiH9Qvvw%3D%3D&ssid=q34d5cw9vk0000001594558667706,1,"Color Block Men Round Neck Red, White, Black T-Shirt",4,14567,1866,amazing purchase its nyc i like it nice tshirt,1.3686,0.027996195
2,http://flipkart.com/try-solid-men-polo-neck-white-black-t-shirt/p/itm2c2c28da76aa7?pid=TSHF8UEUQPUSH9HF&lid=LSTTSHF8UEUQPUSH9HFSXT9IB&marketplace=FLIPKART&srno=b_1_3&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHF8UEUQPUSH9HF.SEARCH&ssid=q34d5cw9vk0000001594558667706,2,"Solid Men Polo Neck White, Black T-Shirt",3.8,51508,7410,nyc product  gud quality very nice dress loved it,1.0209,0.091208807
3,http://flipkart.com/rockhard-color-block-men-round-neck-black-orange-grey-t-shirt/p/itm46a9be57c51cb?pid=TSHFPFTTKHFZTZCA&lid=LSTTSHFPFTTKHFZTZCAWQZHRX&marketplace=FLIPKART&srno=b_1_4&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFPFTTKHFZTZCA.SEARCH&ssid=q34d5cw9vk0000001594558667706,3,"Color Block Men Round Neck Black, Orange, Grey T-Shirt",3.9,808,133,nice t shirt and nice color and desine amazing pure cotton just awesome i accept just buy this one guys very nice culoar,2.8571,0.002190357
4,http://flipkart.com/tripr-printed-men-hooded-neck-dark-blue-white-t-shirt/p/itm4890f34137ed1?pid=TSHFSH7PUANG2BUA&lid=LSTTSHFSH7PUANG2BUA8DNF6Y&marketplace=FLIPKART&srno=b_1_5&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSH7PUANG2BUA.SEARCH&ssid=q34d5cw9vk0000001594558667706,4,"Printed Men Hooded Neck Dark Blue, White T-Shirt  (Pack of 2)",3.9,11310,1472,good asome  nice product its very nice product,1.2834,0.021069953
5,http://flipkart.com/metronaut-solid-men-polo-neck-blue-t-shirt/p/itmffdhhacyugzb9?pid=TSHFFDHHDAHBQ5TN&lid=LSTTSHFFDHHDAHBQ5TNYXKUXT&marketplace=FLIPKART&srno=b_1_6&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFFDHHDAHBQ5TN.SEARCH&ssid=q34d5cw9vk0000001594558667706,5,Solid Men Polo Neck Blue T-Shirt,3.9,1328,180,its nice fabric also good nice quality thanks,1.7238,0.002721331
6,http://flipkart.com/scatchite-color-block-men-round-neck-white-black-grey-t-shirt/p/itm797b2d3312f2d?pid=TSHFKG8ZNCFGPRJR&lid=LSTTSHFKG8ZNCFGPRJRESWDG9&marketplace=FLIPKART&srno=b_1_7&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFKG8ZNCFGPRJR.SEARCH&ssid=q34d5cw9vk0000001594558667706,6,"Color Block Men Round Neck White, Black, Grey T-Shirt  (Pack of 3)",3.6,2862,350,love this product ♥️ thank you flipkart 💓💓 very nice thanks to flipcart,1.86,0.005507992
7,http://flipkart.com/tripr-abstract-men-hooded-neck-dark-blue-t-shirt/p/itmfbh24farrt3qj?pid=TSHFBDGVRGG489F2&lid=LSTTSHFBDGVRGG489F2HQONGY&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFBDGVRGG489F2.SEARCH&ssid=q34d5cw9vk0000001594558667706,7,Abstract Men Hooded Neck Dark Blue T-Shirt,4,72811,9453,nice tshirt value for money product good quality bst colour is not that dark but well designde and satisfied product😁,1.8966,0.154372427
8,http://flipkart.com/fastcolors-solid-men-round-neck-white-blue-maroon-t-shirt/p/itm82a1ecc40bb70?pid=TSHFSQMFJKJBYHWR&lid=LSTTSHFSQMFJKJBYHWR8HKVAI&marketplace=FLIPKART&srno=b_1_9&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSQMFJKJBYHWR.SEARCH&ssid=q34d5cw9vk0000001594558667706,8,"Solid Men Round Neck White, Blue, Maroon T-Shirt  (Pack of 2)",4,26091,3323,nice one👌 perfect nice t shirt,1.4149,0.050500782
9,http://flipkart.com/fastcolors-solid-men-round-neck-red-blue-yellow-t-shirt/p/itm1769ad299116d?pid=TSHFSQMFFYCVQU8H&lid=LSTTSHFSQMFFYCVQU8HEHMGDN&marketplace=FLIPKART&spotlightTagId=TrendingId_clo%2Fash%2Fank%2Fedy&srno=b_1_10&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSQMFFYCVQU8H.SEARCH&ssid=q34d5cw9vk0000001594558667706,9,"Solid Men Round Neck Red, Blue, Yellow T-Shirt  (Pack of 2)",3.9,13084,1511,nice super ok not bad,0.7746,0.021536747
10,http://flipkart.com/bullmer-printed-men-round-neck-multicolor-t-shirt/p/itmd48c7eee46d37?pid=TSHFSBS5AKFMGRYY&lid=LSTTSHFSBS5AKFMGRYYJVNDYY&marketplace=FLIPKART&srno=b_1_11&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSBS5AKFMGRYY.SEARCH&ssid=q34d5cw9vk0000001594558667706,10,Printed Men Round Neck Multicolor T-Shirt  (Pack of 3),4.1,546,98,nice and value for moneythanks flipkarthappy with this product nice tshirts 😘😘 really worth of money,1.4093,0.001187415
11,http://flipkart.com/london-hills-solid-men-round-neck-blue-yellow-t-shirt/p/itmab4ed27c196ac?pid=TSHFSHGC7ZNZCS3K&lid=LSTTSHFSHGC7ZNZCS3K65F3VA&marketplace=FLIPKART&srno=b_1_13&otracker=browse&fm=organic&iid=d0920f43-cca6-4dc5-863f-41ead707b589.TSHFSHGC7ZNZCS3K.SEARCH&ssid=q34d5cw9vk0000001594558667706,11,"Solid Men Round Neck Blue, Yellow T-Shirt  (Pack of 2)",4.1,100,13,very nice tshirt good good product,1.3023,0.000194087
